state,orig_label,map_sym1,map_sym2,unit_link,prov_no,province,unit_name,unit_age,unitdesc,strat_unit,unit_com,map_ref,rocktype1,rocktype2,rocktype3,unit_ref,map_symb2
MD  ,Pzg,PZg,PZg;6,MDPZg;6,6,Eastern Piedmont Plutonic Rocks - Granitic Series,Guilford Quartz Monznoite,Silurian,Guilford Quartz Monzonite - Biotite-muscovite-quartz monzonite; occurs as discontinuous lenticular bodies; age 420 +/- 50 m.y. * by radiogenic dating.,,"*Radiogenic date from Wetherill et al., 1966. (ref. MD003) Also second age date reference from USGS Geologic Names lexicon (ref. MD005): Isotopic dating (Rb-Sr) of the Guilford Quartz Monzonite indicates the unit is of Silurian age (425 Ma).",MD001,quartz monzonite,,,MD001 MD002 MD003 MD005,
MD  ,Pzgd,PZgd,PZgd;6,MDPZgd;6,6,Eastern Piedmont Plutonic Rocks - Granitic Series,Quartz Gabbro and Quartz Diorite Gneiss,Paleozoic,"Quartz Gabbro and Quartz Diorite Gneiss - Mixed rock zone of greenish-black, uralitized, quartz-bearing gabbro to dark gray, weakly gneissic, pyroxene-hornblende-biotite quartz diorite.",,,MD001,gabbro,quartz diorite,,MD001 MD002,
MD  ,Pzgg,PZgg,PZgg;6,MDPZgg;6,6,Eastern Piedmont Plutonic Rocks - Granitic Series,Gunpowder Granite,Paleozoic,Gunpowder Granite - Remobilized Baltimore Gneiss. Fine- to medium-grained quartz monzonite with biotitic schlieren; grades into Baltimore Gneiss in core of Towson dome; age 550 +/- 50 m.y. * by radiogenic dating.,,"* Radiogenic date from Wetherill et al., 1966 - ref. MD003) Also a revised age of 450 m. y. (ref. MD005)",MD001,quartz monzonite,,,MD001 MD002 MD003 MD005,
MD  ,Pzk,PZk,PZk;6,MDPZk;6,6,Eastern Piedmont Plutonic Rocks - Granitic Series,Kensington Quartz Diorite,Ordovician,Kensington Quartz Diorite - Moderately to strongly deformed; igneous textures generally destroyed; composition ranges from quartz diorite to granodiorite; comprises thin concordant sheets or wedges localized along plunging crest of Baltimore anticlinorium.,,Name was revised according to ref MD005 as follows: Kensington Quartz Diorite as used by Hopson (1964) is here revised as Kensington Tonalite. Recent geochemical data revises its place within the IUGS rock classification scheme to a tonalite. An isotopic age of 460+/-4 Ma (Early Ordovician) for the Kensington Tonalite was determined from single crystal zircon dating (ref. MD005). ,MD001,biotite gneiss,,,MD001 MD002 MD005,
MD  ,Pzmg,PZmg,PZmg;6,MDPZmg;6,6,Eastern Piedmont Plutonic Rocks - Granitic Series,Muscovite Quartz Monzonite Gneiss,Paleozoic,"Muscovite Quartz Monzonite Gneiss - Well foliated to nearly massive quartz monzonite gneiss, generally medium-grained and even textured but locally porphyritic and pegmatitic.",,,MD001,granitic gneiss,,,MD001 MD002,
MD  ,Pzn,PZn,PZn;6,MDPZn;6,6,Eastern Piedmont Plutonic Rocks - Granitic Series,Norbeck Quartz Diorite,Cambrian,Norbeck Quartz Diorite - Ranges from weakly foliated quartz diorite to strongly gneissic and schistose rock with recrystallized textures; more massive rocks have igneous textures; age 510 +/- 10 m.y. * by radiogenic dating.,,"*Radiogenic date from Wetherill et al., 1966 (ref. MD003) ",MD001,quartz diorite,,,MD001 MD002 MD003,
MD  ,Pzp,PZp,PZp;6,MDPZp;6,6,Eastern Piedmont Plutonic Rocks - Granitic Series,Pegmatite Dikes,Silurian,Pegmatite Dikes - Quartz-albite-microcline-perthite-muscovite granite pegmatites associated with gneiss domes; age 425 +/- 20 m.y. * by radiogenic dating.,,"*Radiogenic date from Wetherill et al., 1966 (ref. MD003)",MD001,pegmatite,,,MD001 MD002 MD003,
MD  ,Pzpd,PZpd,PZpd;6,MDPZpd;6,6,Eastern Piedmont Plutonic Rocks - Granitic Series,Port Deposit Gneiss,Paleozoic,"Port Deposit Gneiss - Moderately to strongly deformed intrusive complex composed of gneissic biotite quartz diorite, hornblende-biotite quartz diorite, and biotite granodiorite; all rocks foliated and some strongly sheared; age 550 +/- 50 m.y. * by radiogenic dating.",,"* Radiogenic date from Wetherill et al., 1966 (ref. MD003)",MD001,granitic gneiss,quartz diorite,granodiorite,MD001 MD002 MD003,
MD  ,Pzr,PZr,PZr;7,MDPZr;7,7,Eastern Piedmont Plutonic Rocks - Gabbroic Series,Relay Quartz Diorite,Early Paleozoic - Late Precambrian (?),"Relay Quartz Diorite - Intensely foliated, fine-grained, light colored; ranges from quartz diorite to albite granite; age 550 +/- 50 m.y. * by radiogenic dating.",,"* Radiogenic date from Wetherill et al., 1966 (ref. MD003)",MD001,quartz diorite,granite,,MD001 MD002 MD003,
MD  ,Pzw,PZw,PZw;6,MDPZw;6,6,Eastern Piedmont Plutonic Rocks - Granitic Series,Woodstock Quartz Monznoite,Paleozoic,Woodstock Quartz Monzonite - Massive biotite-quartz monzonite; well-developed granular textures; age 420 +/- 50 m.y. * by radiogenic dating.,,"* Radiogenic date from Wetherill et al., 1966 (ref. MD003)",MD001,quartz monzonite,,,MD001 MD002 MD003,
MD  ,Qdu,Qdu,Qdu;5,MDQdu;5,5,Coastal Plain,Quaternary Deposits Undivided,Quaternary,"Quaternary Deposits Undivided - Undifferentiated gray to buff sand and gravel, gray to brown lignitic silt and clay, occasional boulders, and rare shell beds. Surficial deposits occur as intercalated fluvial sands and marsh muds (e.g. in upstream floodplain of the Wicomico and Nanticoke Rivers), well-sorted, stablized dune sands (e.g. eastern Wicomico County), shell-bearing estuarine clays and silts (e.g. lower Dorchester County) and Pocomoke River basin of Worcester County), and beach zone sands (e.g. Fenwick and Assateague Islands). Wisconsin to Holocene in age. Subsurface deposits of pre-Wisconsin age consist of buff to reddish-brown sand and gravel locally incised into Miocene sediments (e.g. Salisbury area), estuarine to marine white to gray sands, and gray to blue, shell-bearing clays (e.g. Worcester County).",,,MD001,sand,gravel,silt; clay or mud; dune sand; beach sand,MD001 MD002,
MD  ,Ql,Ql,Ql;5,MDQl;5,5,Coastal Plain,Lowland Deposits,Quaternary,"Lowland Deposits - Gravel, sand, silt, and clay. Medium- to coarse-grained sand and gravel; cobbles and boulders near base; commonly contains reworked Eocene glauconite; varicolored silts and clays; brown to dark gray lignitic silty clay; contains estuarine to marine fauna in some areas (includes in part Pamlico, Talbot, Wicomico and Sunderland Formations of earlier reports); thickness 0 to 150 feet.",,,MD001,gravel,sand,silt; clay or mud,MD001 MD002,
MD  ,Kma,Kma,Kma;5,MDKma;5,5,Coastal Plain,Matawan Formation,Cretaceous,"Matawan Formation - Dark gray micaceous, glauconitic, argillaceous, fine-grained sand and silt; absent in outcrop southwest of Patuxent River; thickness 0 to 70 feet.",,,MD001,sand,silt,,MD001 MD002,
MD  ,Qu,Qu,Qu;5,MDQu;5,5,Coastal Plain,Upland Deposits (Eastern Shore),Quaternary,"Upland Deposits (Eastern Shore) - Gravel, sand, silt, and clay. Mostly cross-bedded, poorly sorted, medium- to coarse-grained white to red sand and gravel; boulders near base; minor pink and yellow silts and clays; (Wicomico Formation of earlier reports); thickness 0 to 90 feet, locally thicker in paleochannels.",,,MD001,gravel,sand,silt; clay or mud,MD001 MD002,
MD  ,Sc,Sc,Sc;1,MDSc;1,1,Allegheny Plateau and Valley and Ridge,"Clinton Group, including Rochester Shale",Silurian,"Clinton Group, including Rochester Shale - Gray, thin-bedded calcareous shale and dark gray, thin- to medium-bed7 ded lenticular limestone; thickness 25 to 40 feet; Keefer Sandstone - White to yellowish-gray, thick-bedded protoquartzite and orthoquartzite; calcareous to west; thickness 10 feet in west, increases to 35 feet in east; and Rose Hill Formation - Olive-gray to drab, thin-bedded shale; some purple shale and gray, thin-bedded sandstone; including Cresaptown Iron Sandstone Member - Purple, hematite-cemented, quartzose sandstone; thickness 5 to 30 feet; occurs in lower half of formation; total thickness 300 feet in east, increases to 570 feet in west.",,,MD001,shale,limestone,quartzite; sandstone,MD001 MD002,
MD  ,scm,scm,scm;3,MDscm;3,3,Western Piedmont Metasedimentary Rocks,Sams Creek Metabasalt,Late Precambrian (?),"Sams Creek Metabasalt - Grayish-green, massive to schistose, amygdaloidal metabasalt.",,,MD001,meta-basalt,,,MD001 MD002,
MD  ,sf,sf,sf;4,MDsf;4,4,Eastern Piedmont Metasedimentary Rocks,Setters Formation,Late Precambrian (?),"Setters Formation - Upper member: Feldspathic mica schist and mica gneiss; total thickness 200 to 500 feet. Middle member: Impure quartzite interstratified with thin beds of mica schist; total thickness 200 to 500 feet. And Lower member: Medium-grained, feldspathic mica schist; locally granitized; total thickness 200 to 500 feet.",Glenarm Series,,MD001,mica schist,gneiss,quartzite,MD001 MD002,
MD  ,Sm,Sm,Sm;1,MDSm;1,1,Allegheny Plateau and Valley and Ridge,McKenzie Formation,Silurian,"McKenzie Formation - Gray, thin-bedded shale and argillaceous limestone; interbedded red sandstone and shale in east; thickness 160 feet in western Washington County, increases to 300 feet in east and 380 feet in west.",,,MD001,shale,limestone,sandstone,MD001 MD002,
MD  ,sq,sq,sq;3,MDsq;3,3,Western Piedmont Metasedimentary Rocks,Sugarloaf Mountain Quartzite,Late Precambrian (?),"Sugarloaf Mountain Quartzite - Massive white quartzite interbedded with softer sericitic quartzite, slate, and phyllite.",,,MD001,quartzite,slate,phyllite,MD001 MD002,
MD  ,srl,srl,srl;3,MDsrl;3,3,Western Piedmont Metasedimentary Rocks,Silver Run Limestone,Late Precambrian (?),"Silver Run Limestone - Blue, thin-bedded, finely crystalline schistose limestone and calcareous slate.",,,MD001,limestone,slate,,MD001 MD002,
MD  ,St,St,St;1,MDSt;1,1,Allegheny Plateau and Valley and Ridge,Tuscarora Sandstone,Silurian,"Tuscarora Sandstone - White to light gray, thin- to thick-bedded, cross-stratified subgraywacke and orthoquartzite; thickness 60 feet in east, increases to 400 feet in west.",,,MD001,orthoquartzite,graywacke,,MD001 MD002,
MD  ,Stl,Stl,Stl;1,MDStl;1,1,Allegheny Plateau and Valley and Ridge,Tonoloway Limestone,Silurian,"Tonoloway Limestone - Gray, thin-bedded limestone, dolomitic limestone, and calcareous shale; thin sandstone member in east 20 feet above base; fossiliferous; thickness 400 feet in east, increases to 600 feet in west.",,,MD001,limestone,shale,sandstone,MD001 MD002,
MD  ,Swb,Swb,Swb;1,MDSwb;1,1,Allegheny Plateau and Valley and Ridge,Wills Creek Shale and Bloomsburg Formation,Silurian,"Wills Creek Shale - Olive to yellowish-gray, thin-bedded mudstone, calcareous shale, argillaceous limestone, and sandstone; thickness 450 feet in west, increases to 600 feet in east; and Bloomsburg Formation - Bright red, hematitic, thin- to thick-bedded sandstone and shale; some dark sandstone and green shale; Cedar Creek Limestone Member - Dark gray, fine- to medium-grained argillaceous limestone, occurs in middle part of formation; total thickness 20 feet in west, increases to 200 feet in east.",,,MD001,shale,mudstone,limestone; sandstone,MD001 MD002,
MD  ,Tc,Tc,Tc;5,MDTc;5,5,Coastal Plain,Chesapeake Group; Calvert Formation,Miocene,"Chesapeake Group; Calvert Formation - Plum Point Marls Member: Interbedded dark green to dark bluish-gray, fine-grained argillaceous sand and sandy clay; contains prominent shell beds and locally silica-cemented sandstones; and Fairhaven Member: Greenish-blue diatomaceous clay, weathers to pale gray; pale brown to white, fine-grained argillaceous sand; and greenish-blue sandy clay; total thickness 0 to 150 feet. ",Chesapeake Group,,MD001,sand,clay or mud,sandstone,MD001 MD002,
MD  ,Tch,Tch,Tch;5,MDTch;5,5,Coastal Plain,Chesapeake Group; Choptank Formation,Miocene,Chesapeake Group; Choptank Formation - Interbedded brown to yellow very fine-grained to fine-grained sand and gray to dark bluish-green argillaceous silt; locally indurated to calcareous sandstone; prominent shell beds; thickness 0 to 50 feet.,Chesapeake Group,,MD001,sand,silt,sandstone; coquina,MD001 MD002,
MD  ,Tn,Tn,Tn;5,MDTn;5,5,Coastal Plain,Pamunkey Group; Nanjemoy Formation,Eocene,"Pamunkey Group; Nanjemoy Formation - Dark green to gray, argillaceous, glauconitic, fine- to medium-grained sand; minor gray to pale brown clay; total thickness 0 to 125 feet; Marlboro Clay member at base: Pink to gray, homogeneous plastic clay with local lenses of very fine-grained white sand; thickness 0 to 30 feet; present west of Chesapeake Bay only; total thickness 0 to 125 feet.",Pamunkey Group,,MD001,sand,clay or mud,,MD001 MD002,
MD  ,Trd,TRd,TRd;2,MDTRd;2,2,South Mountain Anticlinorium and Frederick Valley,Diabase Sills and Dikes,Triassic,"Diabase Dikes and Sills - Sills: Greenish-gray to black, medium-grained; dikes: Greenish-gray to black, medium- to dine-grained; local contact metamorphic aureoles.",,,MD001,diabase,,,MD001 MD002,
MD  ,Trg,TRg,TRg;2,MDTRg;2,2,South Mountain Anticlinorium and Frederick Valley,Gettysburg Shale,Triassic,"Gettysburg Shale - Red shale and soft red sandstone and siltstone; estimated thickness less than 5,000 feet.",Newark Group,"A new palynomorph species, FROELICHSPORITES TRAVERSEI, occurs throughout Newark Supergroup of eastern United States and Canada, Dockum Group of TX and NM, and Chinle Formation of NM, AZ, and UT. It is restricted geologically to strata deposited during upper Carnian and Norian Stages of the Upper Triassic. It occurs in the following formations of the Newark Supergroup: Passaic Formation (NJ), Gettysburg Formation (PA and MD), Manassas Sandstone (MD), Balls Bluff Siltstone (VA), Cow Branch Formation (NC), and Stoneville Formation (NC) [as reported by ref. MD005]. ",MD001,shale,sandstone,siltstone,MD001 MD002 MD005,
MD  ,Trlc-Trqc,TRlc,TRlc;2,MDTRlc;2,2,South Mountain Anticlinorium and Frederick Valley,"New Oxford Formation, basal limestone conglomerate",Triassic,"New Oxford Formation - basal conglomerate member: From vicinity of Maryland Rte. 73 and southward, limestone conglomerate with red and gray calcareous matrix",Newark Group,"On digital source map and paper map, TRlc and TRqc are identified as a single unit labelled TRlc+TRqc. However, the paper map gives separate descriptions for each unit and the units are separated here.",MD001,conglomerate,,,MD001 MD002,
MD  ,Trno,TRno,TRno;2,MDTRno;2,2,South Mountain Anticlinorium and Frederick Valley,New Oxford Formation,Triassic,"New Oxford Formation - Red, maroon, and gray sandstone, siltstone, and shale; basal conglomerate member: From vicinity of Maryland Rte. 73 and southward, limestone conglomerate with red and gray calcareous matrix; northward, quartz conglomerate with red sandy matrix; estimated total thickness 4,500 feet.",Newark Group,,MD001,shale,sandstone,siltstone; conglomerate,MD001 MD002,
MD  ,Trlc-Trqc,TRqc,TRqc;2,MDTRqc;2,2,South Mountain Anticlinorium and Frederick Valley,"New Oxford Formation, basal quartz conglomerate",Triassic,"New Oxford Formation - basal conglomerate member: From vicinity of Maryland Rte. 73 northward, quartz conglomerate with red sandy matrix",Newark Group,"On digital source map and paper map, TRlc and TRqc are identified as a single unit labelled TRlc+TRqc. However, the paper map gives separate descriptions for each unit and the units are separated here.",MD001,conglomerate,,,MD001 MD002,
MD  ,Ts,Ts,Ts;5,MDTs;5,5,Coastal Plain,Chesapeake Group; St. Marys Formation,Miocene,Chesapeake Group; St. Marys Formation - Greenish-blue to yellowish-gray sandy clay and fine-grained argillaceous sand; thickness 0 to 80 feet.,Chesapeake Group,,MD001,clay or mud,sand,,MD001 MD002,
MD  ,uf,uf,uf;3,MDuf;3,3,Western Piedmont Metasedimentary Rocks,Urbana Formation,Late Precambrian (?),"Urbana Formation - Dark gray to green sericite-chlorite phyllite, metasiltstone, and quartzite; thin lenses of impure marble and calcareous phyllite occur locally.",,,MD001,phyllite,meta-argillite,quartzite; marble,MD001 MD002,
MD  ,ug,ug,ug;7,MDug;7,7,Eastern Piedmont Plutonic Rocks - Gabbroic Series,Ultramafic and Gabbroic Rocks,Early Paleozoic (?),"Ultramafic and Gabbroic Rocks - Mixed metagabbro, serpentinite, metapyroxenite, and actinolite-, chlorite-, and epidote-bearing schists.",,,MD001,gabbro,serpentinite,pyroxenite; schist,MD001 MD002,
MD  ,um,um,um;7,MDum;7,7,Eastern Piedmont Plutonic Rocks - Gabbroic Series,Ultramafic Rocks,Early Paleozoic - Late Precambrian (?),"Ultramafic Rocks - Chiefly serpentinite with partly to completely altered dunite, peridotite, pyroxenite, and massive to schistose soapstone; talc-carbonate rock and altered gabbro are common in some bodies.",,,MD001,serpentinite,dunite,peridotite; pyroxenite; gabbro,MD001 MD002,
MD  ,vc,vc,vc;4,MDvc;4,4,Eastern Piedmont Metasedimentary Rocks,Volcanic Complex of Cecil County,Late Precambrian (?),"Volcanic Complex of Cecil County - Metamorphosed andesitic and dacitic volcanic rocks (greenstone, greenschist, quartz amphibolite, and schistose felsite); amygdules and volcano-clastic textures locally preserved; thickness unknown.",,,MD001,greenstone,greenschist,amphibolite; felsic metavolcanic rock,MD001 MD002,
MD  ,Water,water,water;0,MDwater;0,0,,water,Holocene,water,,,MD001,water,,,MD001,
MD  ,wbg,wbg,wbg;4,MDwbg;4,4,Eastern Piedmont Metasedimentary Rocks,Wissahickon Formation; Boulder Gneiss,Late Precambrian (?),"Wissahickon Formation; Boulder Gneiss - (Formerly mapped as Sykesville and Laurel Formations.) Thick-bedded to massive, pebble- and boulder-bearing, arenaceous to pelitic metamorphic rock; typically a medium-grained, garnet-oligoclase-mica-quartz gneiss; locally an intensely foliated gneiss or schist; apparent thickness 15,000 feet.",Wissahickon Formation; Glenarm Series,,MD001,gneiss,schist,,MD001 MD002,
MD  ,wf,wf,wf;2,MDwf;2,2,South Mountain Anticlinorium and Frederick Valley,Chilhowee Group; Weverton Formation,Late Precambrian - Cambrian,"Weverton Formation - Interbedded white to dark gray, thin-bedded, micaceous, ferruginous, and sericitic quartzites, phyllites, and white, thick-bedded, ledge-making quartzites; some gray to brown ferruginous quartz conglomerate and purple-banded phyllite; thickness approximately 100 feet in south, increases to 425 feet in north.",Chilhowee Group,,MD001,quartzite,phyllite,conglomerate,MD001 MD002,
MD  ,wlps,wlps,wlps;4,MDwlps;4,4,Eastern Piedmont Metasedimentary Rocks,Wissahickon Formation; Lower Pelitic Schist,Late Precambrian (?),"Wissahickon Formation; Lower Pelitic Schist - (Formerly mapped as oligoclase facies of Wissahickon Formation.) Medium- to coarse-grained biotite-oligoclase-muscovite-quartz schist with garnet, staurolite, and kyanite; fine- to medium-grained semipelitic schist; and fine-grained granular to weakly schistose psammitic granulite; psammitic beds increase upward; apparent thickness 5,500 feet or more.",Wissahickon Formation; Glenarm Series,,MD001,quartz-feldspar schist,granulite,,MD001 MD002,
MD  ,wmc,wmc,wmc;4,MDwmc;4,4,Eastern Piedmont Metasedimentary Rocks,Wissahickon Formation; Metaconglomerate,Late Precambrian (?),"Wissahickon Formation; Metaconglomerate - Silvery-gray, well foliated, micaceous quartz-pebble metaconglomerate and quartzite; thickness about 1,200 feet at Deer Creek, Harford County.",Wissahickon Formation; Glenarm Series,,MD001,meta-conglomerate,quartzite,,MD001 MD002,
MD  ,wmg,wmg,wmg;4,MDwmg;4,4,Eastern Piedmont Metasedimentary Rocks,Wissahickon Formation; Metagraywacke,Late Precambrian (?),"Wissahickon Formation; Metagraywacke - (Formerly mapped as Peters Creek Formation.) Rhythmically interbedded chlorite-muscovite meta-graywacke and fine-grained chlorite-muscovite schist; graded bedding locally preserved; thickness probably 2,000 to 3,000 feet.",Wissahickon Formation; Glenarm Series,,MD001,metasedimentary rock,schist,,MD001 MD002,
MD  ,wu,wu,wu;3,MDwu;3,3,Western Piedmont Metasedimentary Rocks,Wissahickon Formation (Undivided),Late Precambrian (?),"Wissahickon Formation (Undivided) - Muscovite-chlorite-albite schist, muscovite-chlorite schist, chloritoid schist, and quartzite; intensely folded and cleaved.",,,MD001,schist,quartzite,,MD001 MD002,
MD  ,wups,wups,wups;4,MDwups;4,4,Eastern Piedmont Metasedimentary Rocks,Wissahickon Formation; Upper Pelitic Schist,Late Precambrian (?),"Wissahickon Formation; Upper Pelitic Schist - (Formerly mapped as albite facies of Wissahickon Formation.) Albite-chlorite-muscovite-quartz schist with sporadic thin beds of laminated micaceous quartzite; coarsens from west to east; primary sedimentary structures include normal bedding, graded bedding, and soft-sediment deformational structures; apparent thickness 14,000 feet or more.",Wissahickon Formation; Glenarm Series,,MD001,quartz-feldspar schist,quartzite,,MD001 MD002,
MD  ,pCmv,pCAmv,pCAmv;2,MDpCAmv;2,2,South Mountain Anticlinorium and Frederick Valley,Metarhyolite and associated Pyroclastic Sediments,Late Precambrian,"Metarhyolite and associated Pyroclastic Sediments - Metarhyolite - Dense, blue, cryptocrystalline, with white feldspar phenocrysts and glassy quartz; red porphyritic metarhyolite at contact with Catoctin Metabasalt; and Pyroclastic sediments - tuff breccia, blue slaty tuff, white tuffaceous sericitic schist, and banded green slate.",,,MD001,meta-rhyolite,schist,slate,MD001 MD002,
