state,orig_label,map_sym1,map_sym2,unit_link,prov_no,province,unit_name,unit_age,unitdesc,strat_unit,unit_com,map_ref,rocktype1,rocktype2,rocktype3,unit_ref,map_symb2
PA  ,Dclw,Dclw,Dclw;18,PADclw;18,18,"Central and Eastern Pennsylvania, Eastern Pennsylvania","Long Run and Walcksville Members of Catskill Formation, undivided",Devonian,"Long Run and Walcksville Members of Catskill Formation, undivided - Includes, in descending order, the Long Run (Dclr) and Walcksville (Dcw) Members of the Catskill Formation, which are described separately below.",,,PA002,sandstone,siltstone,mudstone,PA001 PA002,
PA  ,Dcp,Dcp,Dcp;18,PADcp;18,18,"Central and Eastern Pennsylvania, Eastern Pennsylvania",Packerton Member of Catskill Formation,Devonian,Packerton Member of Catskill Formation - Greenish-gray to gray sandstone and some siltstone; some laterally persistent conglomerate beds in lower part.,,,PA002,sandstone,siltstone,conglomerate,PA001 PA002,
PA  ,Dcpg,Dcpg,Dcpg;18,PADcpg;18,18,"Central and Eastern Pennsylvania, Eastern Pennsylvania",Poplar Gap Member of Catskill Formation,Devonian,"Poplar Gap Member of Catskill Formation - Gray and light-olive-gray sandstone, conglomerate, and siltstone containing intermittent red beds; laterally equivalent to Clarks Ferry, Sawmill Run, and Berry Run Members.",,,PA002,sandstone,conglomerate,siltstone,PA001 PA002,
PA  ,Dcwt,Dcwt,Dcwt;18,PADcwt;18,18,"Central and Eastern Pennsylvania, Eastern Pennsylvania","Walcksville and Towamensing Members of Catskill Formation, undivided",Devonian,"Walcksville and Towamensing Members of Catskill Formation, undivided - Includes, in descending order, the Walcksville Member (Dcw) of the Catskill Formation, and the Towamensing Member (Dct).",,,PA002,sandstone,siltstone,mudstone; shale,PA001 PA002,
PA  ,Df,Df,Df;12,PADf;12,12,South-Central Pennsylvania,Foreknobs Formation,Devonian,"Foreknobs Formation - Interbedded sandstone, siltstone, and shale; gray to olive gray, red near top; substantial brownish-gray sandstone; some marine fossils; a few conglomerate beds at base and top.",,,PA002,sandstone,siltstone,shale; conglomerate,PA001 PA002,
PA  ,Dg,Dg,Dg;8,PADg;8,8,Western Pennsylvania,Girard Shale,Devonian,"Girard Shale - Argillaceous, ashen-gray, flaky shale and siltstone; included in Conneaut Group and ""Chemung"" of earlier workers; marine fossils rare.",,,PA002,shale,siltstone,,PA001 PA002,
PA  ,Dh,Dh,Dh;0,PADh;0,0,,Hamilton Group,Devonian,"Hamilton Group - Includes, in descending order, the Mahantango (Dmh) and Marcellus (Dmr) Formations.",,,PA002,black shale,shale,siltstone; limestone; sandstone; bentonite,PA001 PA002,
PA  ,Dlh,Dlh,Dlh;15,PADlh;15,15,Central Pennsylvania,Lock Haven Formation,Devonian,"Lock Haven Formation - Interbedded olive-gray mudstone, siltstone, sandstone, and thin conglomerate; marine fossils throughout; ""Chemung"" of earlier workers. Laterally equivalent to Scherr and Foreknobs Formations.",,,PA002,mudstone,siltstone,sandstone; conglomerate,PA001 PA002,
PA  ,Dm,Dm,Dm;0,PADm;0,0,,Marcellus Formation,Devonian,"Marcellus Formation - Black shale; sparse marine fauna and siderite concretions. Contains local limestone (""Purcell"") member. Tioga bentonite included at base in eastern Pennsylvania.",,,PA002,black shale,limestone,bentonite,PA001 PA002,
PA  ,Dmh,Dmh,Dmh;0,PADmh;0,0,,Mahantango Formation,Devonian,"Mahantango Formation - Gray, brown, and olive shale and siltstone; marine fossils. Includes the following members, in descending order: Tully-argillaceous limestone; Sherman Ridge, Montebello (sandstone), Fisher Ridge, Dalmatia, and Turkey Ridge. In south-central Pennsylvania, includes Clearville, Frame, Chaneysville, and Gander Run Members. Characterized by coarsening-upward cycles.",,,PA002,shale,siltstone,limestone; sandstone,PA001 PA002,
PA  ,Dne,Dne,Dne;8,PADne;8,8,Western Pennsylvania,Northeast Shale,Devonian,"Northeast Shale - Medium-gray shale and some thin light-gray siltstone interbeds; included in Canadaway Formation of New York; included in ""Chemung"" of earlier workers; contains sparse fossil marine fauna.",,,PA002,shale,siltstone,,PA001 PA002,
PA  ,Don,Don,Don;19,PADon;19,19,Central and East-Central Pennsylvania,Onondaga Formation,Devonian,"Onondaga Formation - Medium-gray calcareous shale; marine fossils; medium-gray argillaceous limestone of Selinsgrove Member at top; called ""Needmore Formation"" west of 78° longitude; Tioga bentonite at top.",,,PA002,shale,limestone,bentonite,PA001 PA002,
PA  ,Doo,Doo,Doo;19,PADoo;19,19,Central and East-Central Pennsylvania,"Onondaga and Old Port Formations, undivided",Devonian,"Onondaga and Old Port Formations, undivided - Includes, in descending order, the Onondaga Formation (Don), Ridgeley Member of Old Port Formation (Dor), and Shriver, Mandata, Corriganville, and New Creek Members of Old Port Formation, undivided (Dosn).",,,PA002,shale,sandstone,limestone; chert; shale; siltstone; bentonite,PA001 PA002,
PA  ,Dor,Dor,Dor;19,PADor;19,19,Central and East-Central Pennsylvania,Ridgeley Member of Old Port Formation,Devonian,"Ridgeley Member of Old Port Formation - Fine- to very coarse grained, light-gray sandstone (""Oriskany"" of earlier workers).",,,PA002,sandstone,,,PA001 PA002,
PA  ,Dosn,Dosn,Dosn;19,PADosn;19,19,Central and East-Central Pennsylvania,"Shriver, Mandata, Corriganville, and New Creek Members of Old Port Formation, undivided",Devonian,"Shriver, Mandata, Corriganville, and New Creek Members of Old Port Formation, undivided - Limestone, chert, shale, and siliceous siltstone. In Fulton County, limestone and chert of the Licking Creek Member replaces the Shriver and Mandata.",,,PA002,shale,limestone,chert; siltstone,PA001 PA002,
PA  ,Drc,Drc,Drc;14,PADrc;14,14,Eastern Pennsylvania,"Ridgeley Formation through Coeymans Formation, undivided",Devonian,"Ridgeley Formation through Coeymans Formation, undivided - In descending order: Ridgeley Formation--white siliceous sandstone; Shriver Chert--gray siltstone and shale and dark-gray chert; Port Ewen Shale--dark-gray calcareous siltstone and shale; Minisink Limestone--dark-gray clayey limestone; New Scotland Formation--dark-gray fossiliferous shale and clayey limestone; Coeymans Formation--gray, clayey to sandy limestone.",,,PA002,sandstone,siltstone,shale; limestone; chert,PA001 PA002,
PA  ,Ds,Ds,Ds;12,PADs;12,12,South-Central Pennsylvania,Scherr Formation,Devonian,"Scherr Formation - Chiefly siltstone; some fine-grained sandstone, shale, and mudstone; light olive gray; marine fossils.",,,PA002,siltstone,sandstone,shale; mudstone,PA001 PA002,
PA  ,DSkc,DSkc,DSkc;19,PADSkc;19,19,Central and East-Central Pennsylvania,"Keyser Formation through Clinton Group, undivided",Devonian and Silurian,"Keyser Formation through Clinton Group, undivided - Same as Keyser-through-Mifflintown (DSkm) interval, plus Clinton Group at base. Clinton includes the following, in descending order: Keefer Formation--fossiliferous sandstone and hematitic, oolitic sandstone and shale; Rose Hill Formation--fossiliferous shale.",,,PA002,limestone,shale,sandstone; siltstone; mudstone; dolostone (dolomite),PA001 PA002,
PA  ,DSkm,DSkm,DSkm;19,PADSkm;19,19,Central and East-Central Pennsylvania,"Keyser Formation through Mifflintown Formation, undivided",Devonian and Silurian,"Keyser Formation through Mifflintown Formation, undivided - In descending order: Keyser Formation--limestone; Tonoloway Formation--limestone and interbedded shale; Wills Creek Formation--interbedded shale, siltstone, limestone, and dolomite; Bloomsburg Formation--grayish-red and greenish-gray shale, siltstone, sandstone, and mudstone; Mifflintown Formation--interbedded shale and limestone.",,,PA002,limestone,shale,siltstone; sandstone; mudstone; dolostone (dolomite),PA001 PA002,
PA  ,DSkt,DSkt,DSkt;19,PADSkt;19,19,Central and East-Central Pennsylvania,"Keyser and Tonoloway Formations, undivided",Devonian and Silurian,"Keyser and Tonoloway Formations, undivided - In descending order: Keyser Formation--medium-gray, crystalline to nodular, fossiliferous limestone; upper part laminated and mud-cracked; not present east of Harrisburg; passes into lower Coeymans, Rondout, and Decker Formations in the east. Tonoloway Formation--medium-gray, laminated, mud-cracked limestone containing some medium-dark- or olive-gray shale interbeds; lower part passes into Wills Creek Formation east and south; passes into Bossardville and Poxono Island beds in the east.",,,PA002,limestone,shale,,PA001 PA002,
PA  ,DSop,DSop,DSop;14,PADSop;14,14,Eastern Pennsylvania,"Onondaga Formation through Poxono Island Formation, undivided",Devonian and Silurian,"Onondaga Formation through Poxono Island Formation, undivided - In descending order: Onondaga Formation--gray calcareous, sandy shale; Ridgeley Formation--brown sandstone; Rondout Formation--gray interbedded limestone, dolomite, and shale; Decker Formation--gray calcareous sandstone, and Andreas Red Beds at top; Bossardville Limestone--gray, mud-cracked shaly limestone; Poxono Island Formation--olive-gray, calcareous and dolomitic shale, siltstone, and sandstone.",,,PA002,shale,sandstone,limestone; dolostone (dolomite); clastic; siltstone,PA001 PA002,
PA  ,Dtr,Dtr,Dtr;16,PADtr;16,16,Central and Eastern Pennsylvania,Trimmers Rock Formation,Devonian,"Trimmers Rock Formation - Olive-gray siltstone and shale, characterized by graded bedding; marine fossils; some very fine grained sandstone in northeast; black shale of Harrell Formation at base in Susquehanna Valley.",,,PA002,siltstone,shale,sandstone; black shale,PA001 PA002,
PA  ,Dv,Dv,Dv;8,PADv;8,8,Western Pennsylvania,Venango Formation,Devonian,"Venango Formation - Light-gray siltstone interbedded with some flaggy, gray sandstone and some bluish-gray shale; Panama Conglomerate and Woodcock Sandstone are, respectively, the lower and upper key beds defining the formation; referred to as ""Cattaraugus"" by some workers; includes some red shales where it interfingers to the east and south with the Catskill Formation; marine fossils present.",,,PA002,siltstone,sandstone,shale; conglomerate,PA001 PA002,
PA  ,Jd,Jd,Jd;0,PAJd;0,0,,Diabase,Jurassic,"Diabase - Medium- to coarse-grained, quartz-normative tholeiite; composed of labradorite and various pyroxenes; occurs as dikes, sheets, and a few small flows. Includes the dark-gray York Haven Diabase (high titanium oxide) and the slightly younger Rossville Diabase (low titanium oxide). In chilled margins, the Rossville is distinguished from the York Haven by its lighter gray color and distinctive, sparse, centimeter-sized calcic-plagioclase phenocrysts.",,Digital map differences from 1980 map: age changed from Triassic to Jurassic; map symbol changed from Trd (printed) to Jd (digital). See digital map reference.,PA002,diabase,,,PA001 PA002,
PA  ,Js,Js,Js;0,PAJs;0,0,,Sedimentary strata at Jacksonwald and Aspers,Jurassic,"Sedimentary strata at Jacksonwald and Aspers - Arkosic sandstone; fossiliferous, gray to black shale and limestone; ripple-cross-laminated siltstone; and boulder conglomerate.",,"Not present in 1980 printed map, added to digital map.",PA002,arkose,shale,limestone; siltstone; conglomerate,PA001 PA002,
PA  ,Kp,Kp,Kp;0,PAKp;0,0,,Patapsco(?) Formation,Cretaceous,"Patapsco(?) Formation - Intensely colored, variegated, ferruginous clay and, in places, beds of sand; occurs in isolated patches.",,,PA002,clay or mud,sand,,PA001 PA002,
PA  ,Mb,Mb,Mb;10,PAMb;10,10,"Northern, Western, and Central Pennsylvania",Burgoon Sandstone,Mississippian,"Burgoon Sandstone - Buff, medium-grained, crossbedded sandstone; includes shale and coal; in places, contains conglomerate at base; contains plant fossils; equivalent to Pocono Formation of Ridge and Valley province.",,,PA002,sandstone,conglomerate,shale; coal,PA001 PA002,
PA  ,Mbc,Mbc,Mbc;9,PAMbc;9,9,Central-Western Pennsylvania,"Burgoon Sandstone through Cuyahoga Group, undifferentiated",Mississippian,"Burgoon Sandstone through Cuyahoga Group, undifferentiated - Informal unit including elements of Burgoon Sandstone and Shenango Formation plus Cuyahoga Group; correlation uncertain; contains sedimentary structures and trace fossils characteristic of tidal flats; called ""Pocono"" by earlier workers.",,,PA002,sandstone,shale,siltstone; conglomerate,PA001 PA002,
PA  ,Mc,Mc,Mc;8,PAMc;8,8,Western Pennsylvania,Cuyahoga Group,Mississippian,"Cuyahoga Group - Medium-gray siltstone and dark-gray shale containing interbedded light-gray, flaggy sandstone. Includes, in descending order: Meadville Shale, Sharpsville Sandstone, and Orangeville Shale; marine fossils common.",,,PA002,siltstone,shale,sandstone,PA001 PA002,
PA  ,MDhm,MDhm,MDhm;13,PAMDhm;13,13,North-Central Pennsylvania,Huntley Mountain Formation,Mississippian and Devonian,"Huntley Mountain Formation - Greenish-gray and light-olive-gray, flaggy, fine-grained sandstone, siltstone, and a few red shale interbeds; includes lower ""Pocono"" plus ""Oswayo"" of earlier workers. Forms transition between Catskill Formation and Burgoon Sandstone.",,,PA002,sandstone,siltstone,shale,PA001 PA002,
PA  ,MDpr,MDpr,MDpr;12,PAMDpr;12,12,South-Central Pennsylvania,"Pocono and Rockwell Formations, undivided",Mississippian and Devonian,"Pocono and Rockwell Formations, undivided: Buff, medium-grained, crossbedded sandstone and some conglomerate (Pocono), overlying buff to olive-gray, fine- to medium-grained, crossbedded sandstone containing a few beds of shale and conglomerate (Rockwell); shown in southwestern Bedford County only.",,,PA002,sandstone,conglomerate,shale,PA001 PA002,
PA  ,MDr,MDr,MDr;12,PAMDr;12,12,South-Central Pennsylvania,Rockwell Formation,Mississippian and Devonian,"Rockwell Formation - Buff, fine- to medium-grained, crossbedded, argillaceous sandstone and dark-gray shale; includes some carbonaceous shale, sporadic conglomerate beds, and diamictite; included in lower ""Pocono"" of earlier workers.",,,PA002,sandstone,shale,conglomerate,PA001 PA002,
PA  ,MDsk,MDsk,MDsk;14,PAMDsk;14,14,Eastern Pennsylvania,Spechty Kopf Formation,Mississippian and Devonian,"Spechty Kopf Formation - Light- to olive-gray, fine- to medium- grained, crossbedded sandstone, siltstone, and local polymictic diamictite, pebbly mudstone, and laminite; arranged in crude fining-upward cycles in some places; locally has grayish-red shale near top and conglomerate at base and in middle.",,,PA002,sandstone,siltstone,mudstone; shale; conglomerate,PA001 PA002,
PA  ,MDso,MDso,MDso;8,PAMDso;8,8,Western Pennsylvania,"Shenango Formation through Oswayo Formation, undivided",Mississippian and Devonian,"Shenango Formation through Oswayo Formation, undivided - Greenish-gray, olive, and buff sandstone and siltstone, and gray shale in varying proportions; includes ""Pocono"" (""Knapp"") and Oswayo of earlier workers; difficult lithologic distinction between Oswayo and ""Knapp""- ""Pocono"" south and east of type area at Olean, N. Y.; contains marine fossils; includes lateral equivalents of Shenango Formation, Cuyahoga Group, Corry Sandstone, Bedford Shale, and Cussewago Sandstone, plus Oswayo Formation.",,,PA002,sandstone,siltstone,shale,PA001 PA002,
PA  ,MDsr,MDsr,MDsr;8,PAMDsr;8,8,Western Pennsylvania,"Shenango Formation through Riceville Formation, undivided",Mississippian and Devonian,"Shenango Formation through Riceville Formation, undivided - Sandstone, siltstone, and shale in varying proportions; distinguished from Shenango-through-Oswayo (MDso) interval on basis of more common gray shale in Riceville as compared with olive-colored shale and sandstone of Oswayo; contains marine fossils.",,,PA002,sandstone,siltstone,shale,PA001 PA002,
PA  ,Oc,Oc,Oc;20,PAOc;20,20,"Great Valley and Northern Piedmont, Cumberland Valley Sequence",Chambersburg Formation,Ordovician,"Chambersburg Formation - Dark-gray, cobbly, argillaceous limestone; abundant irregular shale partings; some metabentonite beds present.",,,PA002,limestone,shale,metavolcanic rock,PA001 PA002,
PA  ,Mmc,Mmc,Mmc;7,PAMmc;7,7,Anthracite Region,Mauch Chunk Formation,Mississippian,"Mauch Chunk Formation - Grayish-red shale, siltstone, sandstone, and some conglomerate; some local nonred zones. Includes Loyalhanna Member (crossbedded, sandy limestone) at base in south-central and southwestern Pennsylvania; also includes Greenbrier Limestone Member, and Wymps Gap and Deer Valley Limestones, which are tongues of the Greenbrier. Along Allegheny Front from Blair County to Sullivan County, Loyalhanna Member is greenish-gray, calcareous, crossbedded sandstone.",,,PA002,shale,siltstone,sandstone; conglomerate; limestone,PA001 PA002,
PA  ,Mp,Mp,Mp;11,PAMp;11,11,Eastern and Central Pennsylvania,Pocono Formation,Mississippian,"Pocono Formation - Light-gray to buff or light-olive-gray, medium-grained, crossbedded sandstone and minor siltstone; commonly conglomeratic at base and in middle; medial conglomerate, where present, is used to divide into Mount Carbon and Beckville Members; equivalent to Burgoon Sandstone of Allegheny Plateau.",,,PA002,sandstone,siltstone,conglomerate,PA001 PA002,
PA  ,Msc,Msc,Msc;8,PAMsc;8,8,Western Pennsylvania,"Shenango Formation through Cuyahoga Group, undivided",Mississippian,"Shenango Formation through Cuyahoga Group, undivided - includes the Shenango Formation (Ms) and Cuyahoga Group (Mc), which are described separately below. Shenango: Light-gray sandstone and some beds of medium-gray shale and siltstone; upper third of formation is more shaly; contains a few marine fossils. Cuyahoga: Medium-gray siltstone and dark-gray shale containing interbedded light-gray, flaggy sandstone. Includes, in descending order: Meadville Shale, Sharpsville Sandstone, and Orangeville Shale; marine fossils common.",,,PA002,sandstone,siltstone,shale,PA001 PA002,
PA  ,Oa,Oa,Oa;15,PAOa;15,15,Central Pennsylvania,Axemann Formation,Ordovician,Axemann Formation - Medium-gray fossiliferous limestone.,,,PA002,limestone,,,PA001 PA002,
PA  ,Oan,Oan,Oan;22,PAOan;22,22,"Great Valley and Northern Piedmont, Lebanon Valley Sequence",Annville Formation,Ordovician,"Annville Formation - Light-gray, massive, high-calcium limestone; mottled at base.",,,PA002,limestone,,,PA001 PA002,
PA  ,Ob,Ob,Ob;20,PAOb;20,20,"Great Valley and Northern Piedmont, Cumberland Valley Sequence",Beekmantown Group,Ordovician,"Beekmantown Group - Includes, in descending order, the Pinesburg Station (Ops), Rockdale Run (Orr), and Stonehenge (Os) Formations.",,"Secondary unit description from USGS Geologic Names lexicon (ref. PA003): [Pinesburg Station ] Named Pinesburg Station dolomite for Pinesburg Station, Washington, Co., MD. Unit is a succession of dolomites overlying the Rockdale Run formation and underlying the Row Park limestone. Formation averages about 450 feet thick and the top of the Pinesburg Station is placed at the base of the lowest limestone bed in the overlying Row Park. The lack of fossils in this unit makes it difficult to date, however, correlation to sections in PA suggest that the Lower-Middle Ordovician boundary is near the top of the Pinesburg Station dolomite and is therefore tentatively placed at the top of the formation. [Rockdale Run Formation] Named Rockdale Run formation of the Beekmantown group for Rockdale Run, near Hicksville, Washington Co., MD. Consists of interbedded limestones and dolomites overlying the Stonehenge limestone. The lower two-thirds of the formation is predominantly limestone, while dolomite dominates the upper third. The top of the Rockdale Run is placed at the top of the highest limestone bed beneath the Pinesburg Station dolomite. The formation averages about 2450 feet thick. A number of faunal zones may be useful for local and regional correlation including the LECANOPIRA zone (200-560 feet above base), the ARCHAEOSCYPHIA zone (560-790 feet above base), the DIPARELASMA zone (790-1420 feet above base), and the SYNTROPHOPSIS-CLELANDOCERAS zone (1650-2070 feet above base). The formation is considered of Early Ordovician age. [Stonehenge Formation] Named for the community of Stonehenge, just east of Chambersburg, Franklin Co., PA. Consists of a lower dark to light gray limestone with sandy laminae less developed than overlying beds and an upper fine-grained light to dark gray limestone containing contorted laminae of sandy matter that stand in relief or fall to sandy shale on weathering and thick beds of ""edgewise"" conglomerate. 485 feet thick. Overlies Conococheague limestone; underlies remainder of Beekmantown limestone. Report contains measured section of Beekmantown limestone. Considered of Ordovician age. ",PA002,limestone,dolostone (dolomite),chert,PA001 PA002 PA003,
PA  ,mr,pCAmr,pCAmr;25,PApCAmr;25,25,South Mountain,Metarhyolite,Precambrian,"Metarhyolite - Light gray, green, and purple; commonly schistose, containing quartz augen and veins.",,,PA002,meta-rhyolite,,,PA001 PA002,
PA  ,Ob,Ob,Ob;23,PAOb;23,23,"Great Valley and Northern Piedmont, Lehigh Valley Sequence",Beekmantown Group,Ordovician,"Beekmantown Group - Includes, in descending order, the Ontelaunee (Oo), Epler (Oe), Rickenbach (Ori), and Stonehenge (Os) Formations.",,"Secondary unit description from USGS Geologic Names lexicon (ref. PA003): [Ontelaunee Formation] Name Ontelaunee formation proposed for the dolomite and interbedded limestone and chert lying above Epler formation (new) and underlying either Annville limestone, Jacksonburg argillaceous limestone, or Martinsburg shale. Formation is 675 ft thick near type locality and is divided into three unnamed members: upper interbedded limestone and dolomite member, middle dolomite member, and lower interbedded chert and dolomite member. Thins to 150 to 250 ft near Reading. Contact with Epler is placed at top of first limestone beneath lowest chert bed of Ontelaunee. Contact zone is gradational. Line demarcating contact in Berks Co. is placed 100 ft below lowest chert bed of Ontelaunee. Age is Early Ordovician. [Epler Fromation] Name Epler formation proposed in southeastern PA for interbedded limestone and dolomite overlying Rickenbach formation (new) and underlying dolomite beds here termed Ontelaunee formation. Divided into two unnamed members: upper characterized by large proportion of calcarenite with bioclastics and limestone pebbles, and lower in which calcilutite is common. Both members contain interbedded dolomite with much larger percentage in lower member. Thickness 800 ft in type section. Contact with underlying Rickenbach is transitional, and boundary set at base of first limestone above solid dolomite body of the Rickenbach. Contact with overlying Ontelaunee is placed at top of first limestone bed beneath lowest chert bed of Ontelaunee, and in Berks Co. this contact is 100 ft below lower chert bed. Contact zone is gradational. Age is Early Ordovician. [Rickenbach Formation] Name Rickenbach proposed for thick- to thin-bedded fine-grained and coarse-grained dolomite overlying Stonehenge limestone and underlying interbedded limestone and dolomite here referred to as Epler formation. Upper and lower contacts transitional. Consists of two unnamed members, an upper fine-grained and a lower coarse-grained. Total thickness about 580 ft. Type sections for both members given. ",PA002,dolostone (dolomite),limestone,chert; conglomerate,PA001 PA002 PA003,
PA  ,Obe,Obe,Obe;15,PAObe;15,15,Central Pennsylvania,Bald Eagle Formation,Ordovician,"Bald Eagle Formation - Gray to olive-gray and grayish-red, fine- to coarse-grained, crossbedded sandstone, siltstone, and shale; some conglomerate (Lost Run Member); not present east of Susquehanna River, except at Spitzenberg Hill area (Berks County).",,,PA002,sandstone,siltstone,shale; conglomerate,PA001 PA002,
PA  ,Ojk,Ojk,Ojk;23,PAOjk;23,23,"Great Valley and Northern Piedmont, Lehigh Valley Sequence",Jacksonburg Formation,Ordovician,Jacksonburg Formation - Dark-gray shaly limestone (cement rock) having slaty cleavage; basal medium- to thick-bedded limestone (cement limestone) increases in thickness eastward.,,,PA002,limestone,shale,,PA001 PA002,
PA  ,Om,Om,Om;20,PAOm;20,20,"Great Valley and Northern Piedmont, Cumberland Valley Sequence",Martinsburg Formation,Ordovician,"Martinsburg Formation - Gray to dark-gray, buff-weathering shale.",,,PA002,shale,,,PA001 PA002,
PA  ,Obl,Obl,Obl;15,PAObl;15,15,Central Pennsylvania,"Benner Formation through Loysburg Formation, undivided",Ordovician,"Benner Formation through Loysburg Formation, undivided - In descending order: Benner Formation--light- to dark-gray, thick-bedded limestone (calcilutite); includes chemically pure Valentine Member (Obv) at top, and, below, the less pure Valley View Member, which contains metabentonite beds--all laterally equivalent to impure limestones of Oak Hall Member; Stover Member at base is dark-gray limestone (calcilutite) having dolomite streaks; Benner is called ""Linden Hall"" by some workers. Snyder Formation--light- to medium-gray limestone, laminated to medium-bedded; has mud cracks, oolites, and dolomitic layers. Hatter Formation--medium-gray, fossiliferous, argillaceous limestone, laminated and dolomitic. Loysburg Formation--light- to medium-gray, medium-bedded limestone (Clover Member) overlying laminated, alternating limestone, dolomitic limestone, and dolomite (Milroy [""tiger-striped""] Member).",,,PA002,limestone,dolostone (dolomite),metavolcanic rock,PA001 PA002,
PA  ,OCc,OCAc,OCAc;0,PAOCAc;0,0,,Conestoga Formation,Ordovician and Cambrian,"Conestoga Formation - Light-gray, thin-bedded, impure, contorted limestone having shale partings; conglomeratic at base; in Chester Valley, includes micaceous limestone in upper part, phyllite in middle, and alternating dolomite and limestone in lower part.",,,PA002,limestone,phyllite,conglomerate; dolostone (dolomite); shale,PA001 PA002,
PA  ,Ocl,Ocl,Ocl;15,PAOcl;15,15,Central Pennsylvania,"Coburn Formation through Loysburg Formation, undivided",Ordovician,"Coburn Formation through Loysburg Formation, undivided - Includes, in descending order, the Coburn Formation through Nealmont Formation, undivided (Ocn) and Benner Formation through Loysburg Formation, undivided (Obl).",,,PA002,limestone,shale,dolostone (dolomite); calcarenite; metavolcanic rock,PA001 PA002,
PA  ,Ocn,Ocn,Ocn;15,PAOcn;15,15,Central Pennsylvania,"Coburn Formation through Nealmont Formation, undivided",Ordovician,"Coburn Formation through Nealmont Formation, undivided - In descending order: Coburn Formation--medium-gray to very dark gray, very fossiliferous limestone and shaly limestone; Salona Formation--very dark gray to black, nonfossiliferous shaly limestone and calcareous shale containing metabentonite beds; Nealmont Formation--medium-gray fossiliferous limestone (calcarenite--Rodman Member) overlying thin-bedded shaly limestone (calcilutite--Center Hall Member).",,,PA002,limestone,shale,metavolcanic rock; calcarenite,PA001 PA002,
PA  ,Oco,Oco,Oco;21,PAOco;21,21,"Great Valley and Northern Piedmont, Hamburg Sequence",Cocalico Formation,Ordovician,"Cocalico Formation - Gray phyllitic shale, maroon shale, siltstone, and silty, siliceous shale; some interbedded argillaceous and quartzose sandstone; predominantly allochthonous, and probably closely related to Hamburg sequence, but includes some autochthonous elements. ",,,PA002,shale,siltstone,sandstone,PA001 PA002,
PA  ,Oe,Oe,Oe;22,PAOe;22,22,"Great Valley and Northern Piedmont, Lebanon Valley Sequence",Epler Formation,Ordovician,"Epler Formation - Very finely crystalline, light-gray limestone interbedded with gray dolomite; coarsely crystalline limestone lenses present.",,,PA002,limestone,dolostone (dolomite),,PA001 PA002,
PA  ,Oe,Oe,Oe;23,PAOe;23,23,"Great Valley and Northern Piedmont, Lehigh Valley Sequence",Epler Formation,Ordovician,"Epler Formation - Thick-bedded, medium- to medium-dark-gray, finely crystalline limestone, weathering light gray; yellow dolomitic laminae; interbedded medium-dark-gray, finely crystalline dolomite, weathering yellowish gray; edgewise conglomerate; fossil-fragment and oolitic lenses.",,,PA002,limestone,dolostone (dolomite),conglomerate,PA001 PA002,
PA  ,Oh,Oh,Oh;21,PAOh;21,21,"Great Valley and Northern Piedmont, Hamburg Sequence",Hamburg sequence rocks,Ordovician,"Hamburg sequence rocks - Predominantly greenish gray, gray, purple, and maroon shale, siltstone, and graywacke; includes some wildflysch having Martinsburg matrix.",,,PA002,shale,siltstone,graywacke; conglomerate,PA001 PA002,
PA  ,Oha,Oha,Oha;22,PAOha;22,22,"Great Valley and Northern Piedmont, Lebanon Valley Sequence","Hershey Formation through Annville Formation, undivided",Ordovician,"Hershey Formation through Annville Formation, undivided - Includes, in descending order, the Hershey and Myerstown Formations, undivided (Ohm) and Annville Formation (Oan).",,,PA002,limestone,,,PA001 PA002,
PA  ,Ohg,Ohg,Ohg;21,PAOhg;21,21,"Great Valley and Northern Piedmont, Hamburg Sequence",Graywacke of Hamburg sequence,Ordovician,Graywacke of Hamburg sequence - Predominantly graywacke.,,,PA002,graywacke,,,PA001 PA002,
PA  ,Ohjv,Ohjv,Ohjv;21,PAOhjv;21,21,"Great Valley and Northern Piedmont, Hamburg Sequence",Jonestown Volcanic Suite,Ordovician,"Jonestown Volcanic Suite - Andesite extrusives and dark-greenish-gray metadiabase. Metadiabase weathers medium gray to brown, forming rounded cobbles and boulders.",,Digital map differences from 1980 printed map: name and map symbols changed from Ohe (Andesite extrusives) and Od (Metadiabase) of Hamburg sequence. ,PA002,andesite,mafic metavolcanic rock,,PA001 PA002,
PA  ,Ohl,Ohl,Ohl;21,PAOhl;21,21,"Great Valley and Northern Piedmont, Hamburg Sequence",Limestone of Hamburg sequence,Ordovician,Limestone of Hamburg sequence - Conspicuous limestone.,,,PA002,limestone,,,PA001 PA002,
PA  ,Ohm,Ohm,Ohm;22,PAOhm;22,22,"Great Valley and Northern Piedmont, Lebanon Valley Sequence","Hershey and Myerstown Formations, undivided",Ordovician,"Hershey and Myerstown Formations, undivided - In descending order: Hershey--dark-gray to black, thin-bedded, argillaceous limestone; Myerstown--medium- to dark-gray, platy, medium-crystalline limestone; carbonaceous at base.",,,PA002,limestone,,,PA001 PA002,
PA  ,Ohsg,Ohsg,Ohsg;21,PAOhsg;21,21,"Great Valley and Northern Piedmont, Hamburg Sequence",Shale and graywacke of Hamburg sequence,Ordovician,Shale and graywacke of Hamburg sequence - Shale containing zones of conspicuous graywacke.,,,PA002,shale,graywacke,,PA001 PA002,
