unit_link,lith_rank,lith1,lith2,lith3,lith4,lith5,low_lith,lith_form,lith_com
PACAal;23,Minor,Sedimentary,Clastic,Siltstone,,,Siltstone,Calcareous,some orange-brown-weathering calcareous siltstone at base 
PACAbs;22,Major,Sedimentary,Carbonate,Limestone,,,Limestone,Bed, 
PACAbs;22,Major,Sedimentary,Carbonate,Dolostone,,,Dolostone,Bed, 
PACAbs;22,Minor,Sedimentary,Clastic,Sandstone,,,Sandstone,Bed,some thin sandy beds 
PACAch;22,Major,Metamorphic,Metasedimentary,Metaclastic,Quartzite,,Quartzite,,"light-gray, hard, massive, Skolithos-bearing quartzite "
PACAch;22,Major,Metamorphic,Schist,,,,Schist,,quartz schist 
PACAch;22,Minor,Metamorphic,Metasedimentary,Metaclastic,Slate,,Slate,,"thin, interbedded dark slate at top "
PACAch;22,Minor,Sedimentary,Clastic,Conglomerate,,,Conglomerate,,conglomerate (Hellam Member) at base 
PACAe;22,Major,Sedimentary,Carbonate,Limestone,,,Limestone,Bed,microcrystalline limestone 
PACAe;22,Minor,Sedimentary,Carbonate,Dolostone,,,Dolostone,Bed,subordinate dolomite containing abundant phyllitic layers 
PACAe;22,Minor,Metamorphic,Metasedimentary,Metaclastic,Phyllite,,Phyllite,Bed,subordinate dolomite containing abundant phyllitic layers 
PACAe;22,Incidental,Metamorphic,Metasedimentary,Metacarbonate,Marble,,Marble,Bed, 
PACAe;24,Minor,Sedimentary,Clastic,Mudstone,Shale,,Shale,Calcareous, 
PACAe;24,Major,Sedimentary,Carbonate,Limestone,,,Limestone,Bed,"silty limestone at top; medium-gray limestone and dolomite in middle; pure, dark limestone at base. "
PACAe;24,Minor,Sedimentary,Carbonate,Dolostone,,,Dolostone,Bed, 
PACAg;15,Minor,Sedimentary,Carbonate,Limestone,,,Limestone,Bed, 
PACAg;15,Major,Sedimentary,Carbonate,Dolostone,,,Dolostone,Bed, 
PACAg;15,Minor,Sedimentary,Clastic,Sandstone,,,Sandstone,Bed, 
PACAg;15,Minor,Sedimentary,Chemical,Chert,,,Chert,Bed,Cgm 
PACAgl;15,Minor,Sedimentary,Clastic,Sandstone,,,Sandstone,Bed,"cyclic repetitions of sandstone and dolomite (""upper sandstone'' member); cyclic repetitions of sandstone and dolomite (''lower sandstone"" member) "
PACAw;15,Minor,Sedimentary,Carbonate,Dolostone,,,Dolostone,Bed,interbedded with thick-bedded crystalline dolomite 
PACAw;15,Minor,Sedimentary,Clastic,Sandstone,,,Sandstone,Bed, 
PACAgl;15,Major,Sedimentary,Carbonate,Dolostone,,,Dolostone,Bed,"includes, in descending order: cyclic repetitions of sandstone and dolomite (""upper sandstone'' member); fossiliferous, laminated to massive limestone and dolomite (Ore Hill Member); cyclic repetitions of sandstone and dolomite (''lower sandstone"" member); and thick-bedded crystalline dolomite (Stacy Member). "
PACAgl;15,Minor,Sedimentary,Carbonate,Limestone,,,Limestone,Bed,"fossiliferous, laminated to massive limestone and dolomite (Ore Hill Member) "
PACAgm;15,Minor,Sedimentary,Chemical,Chert,,,Chert,Bed,chert having cryptozoon stromatolites 
PADck;16,Minor,Sedimentary,Clastic,Sandstone,,,Sandstone,Bed, 
PACAgm;15,Major,Sedimentary,Carbonate,Dolostone,,,Dolostone,Bed,"gray dolomite containing siliceous ""oolites"" "
PACAh;22,Major,Metamorphic,Schist,,,,Schist,, 
PACAh;22,Major,Metamorphic,Metasedimentary,Metaclastic,Phyllite,,Phyllite,, 
PACAh;22,Minor,Metamorphic,Metasedimentary,Metaclastic,Quartzite,,Quartzite,, 
PACAh;24,Major,Metamorphic,Metasedimentary,Metaclastic,Phyllite,,Phyllite,, 
PACAh;24,Major,Metamorphic,Schist,,,,Schist,, 
PACAh;24,Minor,Metamorphic,Metasedimentary,Metaclastic,Quartzite,,Quartzite,, 
PACAha;23,Major,Metamorphic,Metasedimentary,Metaclastic,Quartzite,,Quartzite,,"typically light-gray, fine- to medium-grained quartzite "
PACAha;23,Major,Sedimentary,Clastic,Sandstone,,,Sandstone,Bed,feldspathic sandstone; color ranges from nearly white to dark gray; massive bedded; Skolithos present in upper part 
PACAha;23,Minor,Sedimentary,Clastic,Conglomerate,,,Conglomerate,Bed,quartz-pebble conglomerate occurs at base 
PACAhm;24,Major,Metamorphic,Metasedimentary,Metaclastic,Quartzite,,Quartzite,, 
PACAk;22,Minor,Sedimentary,Clastic,Mudstone,Shale,,Shale,Bed,base--dark-brown shale 
PACAk;22,Major,Sedimentary,Carbonate,Limestone,,,Limestone,Bed,"middle--gray and white spotted limestone; top--sandy limestone which weathers to a fine-grained, friable, porous, sandy mass. "
PACAk;22,Minor,Metamorphic,Metasedimentary,Metacarbonate,Marble,,Marble,Bed,"middle--locally, marble having irregular partings "
PACAk;22,Minor,Unconsolidated,Coarse-detrital,Sand,,,Sand,Bed,"middle--gray and white spotted limestone; top--sandy limestone which weathers to a fine-grained, friable, porous, sandy mass. "
PACAl;22,Major,Sedimentary,Carbonate,Dolostone,,,Dolostone,,"light-gray, locally mottled, massive, pure, coarsely crystalline dolomite; siliceous in middle part. "
PACAlv;23,Major,Sedimentary,Carbonate,Dolostone,,,Dolostone,Bed,"medium- to dark-gray, crystalline dolomite, light-olive-gray in places, weathering to light gray and yellowish brown; massive bedded; oolitic; dolomitic shale interbeds "
PACAlv;23,Incidental,Sedimentary,Chemical,Chert,,,Chert,Bed,"pink to gray, mottled chert and dark-gray chert "
PACAlv;23,Minor,Sedimentary,Clastic,Mudstone,Shale,,Shale,Bed,thin shale and dolomitic shale interbeds; upper part is very shaly. 
PACAlv;23,Incidental,Unconsolidated,Coarse-detrital,Sand,,,Sand,Bed,scattered sand grains 
PACAm;22,Major,Sedimentary,Carbonate,Limestone,,,Limestone,Bed,"pink to white and gray, finely laminated limestone; numerous stromatolitic limestone beds. "
PACAm;22,Major,Sedimentary,Carbonate,Dolostone,,,Dolostone,Bed,interbedded finely crystalline dolomite 
PACAms;22,Major,Sedimentary,Carbonate,Limestone,,,Limestone,Bed, 
PACAms;22,Major,Sedimentary,Carbonate,Dolostone,,,Dolostone,Bed, 
PACAms;22,Minor,Sedimentary,Clastic,Mudstone,Shale,,Shale,Bed, 
PACAph;15,Major,Sedimentary,Carbonate,Limestone,,,Limestone,Bed,"gray, thin-bedded, argillaceous limestone "
PACAph;15,Minor,Sedimentary,Clastic,Siltstone,,,Siltstone,Bed, 
PACAph;15,Minor,Sedimentary,Clastic,Sandstone,,,Sandstone,Bed, 
PACAph;15,Minor,Sedimentary,Clastic,Sandstone,,,Sandstone,Bed, 
PACAr;22,Major,Sedimentary,Carbonate,Dolostone,,,Dolostone,Bed,"gray dolomite, in part oolitic "
PACAr;22,Minor,Sedimentary,Carbonate,Limestone,,,Limestone,Bed, 
PACAr;22,Minor,Sedimentary,Chemical,Chert,,,Chert,Bed,dark-gray oolitic chert 
PACAsb;22,Major,Sedimentary,Carbonate,Dolostone,,,Dolostone,Bed, 
PACAsb;22,Major,Sedimentary,Carbonate,Limestone,,,Limestone,Bed, 
PACAsb;22,Minor,Sedimentary,Clastic,Sandstone,,,Sandstone,Bed, 
PACAsc;22,Major,Sedimentary,Carbonate,Dolostone,,,Dolostone,Bed,"thick-bedded, medium- to coarsely crystalline dolomite, in part oolitic "
PACAsc;22,Minor,Sedimentary,Carbonate,Limestone,,,Limestone,Bed,laminated limestone 
PACAsc;22,Minor,Sedimentary,Clastic,Sandstone,,,Sandstone,Bed, 
PACAsg;24,Major,Sedimentary,Carbonate,Limestone,,,Limestone,Bed,"pure, light-colored limestone, stromatolitic in part; abundant pinkish limestone "
PACAt;24,Major,Sedimentary,Carbonate,Dolostone,,,Dolostone,, 
PACAt;24,Minor,Sedimentary,Clastic,Mudstone,Shale,,Shale,Bed, 
PACAul;22,"Indeterminate, major",Sedimentary,Carbonate,Dolostone,,,Dolostone,Bed,"CAzc, CAl, and CAv  "
PACAul;22,"Indeterminate, major",Sedimentary,Clastic,Mudstone,Shale,,Shale,Bed,Kinzers Formation (CAk) 
PACAul;22,"Indeterminate, major",Sedimentary,Carbonate,Limestone,,,Limestone,Bed,Kinzers Formation (CAk) 
PACAul;22,Minor,Metamorphic,Metasedimentary,Metacarbonate,Marble,,Marble,Bed,Kinzers Formation (CAk) and Vintage Formation (CAv) 
PACAul;22,"Indeterminate, major",Metamorphic,Metasedimentary,Metaclastic,Quartzite,,Quartzite,Bed,Antietam Formation (CAa) and Harpers Formation (CAh) 
PACAul;22,"Indeterminate, major",Metamorphic,Schist,,,,Schist,Bed,Antietam Formation (CAa) and Harpers Formation (CAh) 
PACAul;22,"Indeterminate, major",Metamorphic,Metasedimentary,Metaclastic,Phyllite,,Phyllite,Bed,Harpers Formation (CAh) 
PACAv;22,Major,Sedimentary,Carbonate,Dolostone,,,Dolostone,,"dark-gray, knotty, argillaceous dolomite "
PACAv;22,Minor,Metamorphic,Metasedimentary,Metacarbonate,Marble,,Marble,,impure light-gray marble at base locally 
PACAw;15,Major,Sedimentary,Carbonate,Limestone,,,Limestone,Bed,"gray, thin- to medium-bedded, fossiliferous, cyclic limestone bearing stromatolites "
PACAwb;15,Major,Sedimentary,Clastic,Mudstone,Shale,,Shale,Bed, 
PADm;0,Minor,Sedimentary,Carbonate,Limestone,,,Limestone,Bed,"contains local limestone (""Purcell"") member. "
PADm;0,Minor,Sedimentary,Clastic,Mudstone,Claystone,Bentonite,Bentonite,Bed,Tioga bentonite included at base in eastern Pennsylvania. 
PADmh;0,Major,Sedimentary,Clastic,Mudstone,Shale,,Shale,Bed,marine fossils 
PADmh;0,Major,Sedimentary,Clastic,Siltstone,,,Siltstone,Bed,marine fossils 
PADmh;0,Minor,Sedimentary,Carbonate,Limestone,,,Limestone,Bed,"Includes the following members, in descending order: Tully-argillaceous limestone "
PADmh;0,Minor,Sedimentary,Clastic,Sandstone,,,Sandstone,Bed,"Includes the following members, Montebello (sandstone) "
PADne;8,Major,Sedimentary,Clastic,Mudstone,Shale,,Shale,Bed,"Medium-gray shale and some thin light-gray siltstone interbeds; included in Canadaway Formation of New York; included in ""Chemung"" of earlier workers; contains sparse fossil marine fauna. "
PADne;8,Minor,Sedimentary,Clastic,Siltstone,,,Siltstone,Bed, 
PADon;19,Major,Sedimentary,Clastic,Mudstone,Shale,,Shale,Calcareous,Medium-gray calcareous shale; marine fossils 
PADon;19,Major,Sedimentary,Carbonate,Limestone,,,Limestone,Bed,"medium-gray argillaceous limestone of Selinsgrove Member at top; called ""Needmore Formation"" west of 78ø longitude "
PADon;19,Minor,Sedimentary,Clastic,Mudstone,Claystone,Bentonite,Bentonite,Bed,Tioga bentonite at top 
PAOco;21,Major,Sedimentary,Clastic,Siltstone,,,Siltstone,Bed, 
PADoo;19,"Indeterminate, major",Sedimentary,Clastic,Mudstone,Claystone,Bentonite,Bentonite,Bed, 
PADoo;19,"Indeterminate, major",Sedimentary,Chemical,Chert,,,Chert,Bed, 
PADoo;19,"Indeterminate, major",Sedimentary,Clastic,Mudstone,Shale,,Shale,Bed, 
PADoo;19,"Indeterminate, major",Sedimentary,Clastic,Sandstone,,,Sandstone,Bed, 
PADoo;19,"Indeterminate, major",Sedimentary,Clastic,Siltstone,,,Siltstone,Bed, 
PADoo;19,"Indeterminate, major",Sedimentary,Carbonate,Limestone,,,Limestone,Bed, 
PADor;19,Major,Sedimentary,Clastic,Sandstone,,,Sandstone,,"Fine- to very coarse grained, light-gray sandstone (""Oriskany"" of earlier workers). "
PADosn;19,Major,Sedimentary,Clastic,Mudstone,Shale,,Shale,Bed, 
PADosn;19,Minor,Sedimentary,Clastic,Siltstone,,,Siltstone,Bed,siliceous siltstone 
PADrc;14,Minor,Sedimentary,Clastic,Sandstone,,,Sandstone,Bed,Ridgeley Formation--white siliceous sandstone 
PADrc;14,Minor,Sedimentary,Clastic,Siltstone,,,Siltstone,Calcareous,Shriver Chert--gray siltstone; Port Ewen Shale--darkgray calcareous siltstone 
PADrc;14,Minor,Sedimentary,Clastic,Mudstone,Shale,,Shale,Bed,Shriver Chert--gray shale; Port Ewen Shale--darkgray shale; New Scotland Formation--dark-gray fossiliferous shale 
PADrc;14,Minor,Sedimentary,Chemical,Chert,,,Chert,Bed,Shriver Chert--dark-gray chert 
PAKp;0,Major,Unconsolidated,Fine-detrital,Clay,,,Clay,,"Intensely colored, variegated, ferruginous clay  "
PADrc;14,Minor,Sedimentary,Carbonate,Limestone,,,Limestone,Bed,"Minisink Limestone--dark-gray clayey limestone; New Scotland Formation--dark-gray clayey limestone; Coeymans Formation--gray, clayey to sandy limestone. "
PADs;12,Major,Sedimentary,Clastic,Siltstone,,,Siltstone,Bed,Chiefly siltstone; marine fossils 
PADs;12,Minor,Sedimentary,Clastic,Sandstone,,,Sandstone,Bed,some fine-grained sandstone 
PADs;12,Minor,Sedimentary,Clastic,Mudstone,,,Mudstone,Bed, 
PADs;12,Minor,Sedimentary,Clastic,Mudstone,Shale,,Shale,Bed, 
PADSkc;19,"Indeterminate, major",Sedimentary,Clastic,Sandstone,,,Sandstone,Bed, 
PADSkc;19,"Indeterminate, major",Sedimentary,Carbonate,Limestone,,,Limestone,Bed, 
PADSkc;19,"Indeterminate, major",Sedimentary,Clastic,Mudstone,Shale,,Shale,Bed,"Clinton includes the following, in descending order: Keefer Formation--fossiliferous sandstone and hematitic, oolitic sandstone and shale; Rose Hill Formation--fossiliferous shale. "
PADSkc;19,"Indeterminate, major",Sedimentary,Clastic,Sandstone,,,Sandstone,Bed,"Clinton includes the following, in descending order: Keefer Formation--fossiliferous sandstone and hematitic, oolitic sandstone and shale; "
PADSkc;19,"Indeterminate, major",Sedimentary,Clastic,Siltstone,,,Siltstone,Bed, 
PADSkc;19,"Indeterminate, major",Sedimentary,Clastic,Mudstone,,,Mudstone,Bed, 
PADSkc;19,"Indeterminate, major",Sedimentary,Carbonate,Dolostone,,,Dolostone,Bed, 
PADSkm;19,"Indeterminate, major",Sedimentary,Clastic,Mudstone,Shale,,Shale,Bed,Tonoloway Formation--interbedded shale; Wills Creek Formation--interbedded shale; Bloomsburg Formation--grayish-red and greenish-gray shale; Mifflintown Formation--interbedded shale 
PADSkm;19,"Indeterminate, major",Sedimentary,Carbonate,Limestone,,,Limestone,Bed,Tonoloway Formation--limestone; Wills Creek Formation--limestone; Mifflintown Formation--interbedded shale and limestone. 
PAMDr;12,Minor,Sedimentary,Clastic,Conglomerate,,,Conglomerate,Bed,"sporadic conglomerate beds, and diamictite "
PADSkm;19,"Indeterminate, major",Sedimentary,Clastic,Siltstone,,,Siltstone,Bed,"Wills Creek Formation--interbedded shale, siltstone, limestone, and dolomite; Bloomsburg Formation--grayish-red and greenish-gray shale, siltstone, sandstone, and mudstone. "
PADSkm;19,"Indeterminate, major",Sedimentary,Carbonate,Dolostone,,,Dolostone,Bed,"Wills Creek Formation--interbedded shale, siltstone, limestone, and dolomite "
PADSkm;19,"Indeterminate, major",Sedimentary,Clastic,Mudstone,,,Mudstone,Bed,"Bloomsburg Formation--grayish-red and greenish-gray shale, siltstone, sandstone, and mudstone; "
PADSkm;19,Major,Sedimentary,Clastic,Sandstone,,,Sandstone,Bed,"Bloomsburg Formation--grayish-red and greenish-gray shale, siltstone, sandstone, and mudstone "
PADSkt;19,Major,Sedimentary,Carbonate,Limestone,,,Limestone,Bed,"Keyser Formation--medium-gray, crystalline to nodular, fossiliferous limestone; upper part laminated and mud cracked; not present east of Harrisburg; passes into lower Coeymans, Rondout, and Decker Formations in the east. Tonoloway Formation--medium-gray, laminated, mud-cracked limestone  "
PADSkt;19,Minor,Sedimentary,Clastic,Mudstone,Shale,,Shale,Bed,Tonoloway Formation--containing some medium-dark- or olive-gray shale interbeds 
PAOcl;15,Major,Metamorphic,Metaigneous,Metavolcanic,,,Metavolcanic,,Ocn and Obl: metabentonite beds 
PADSop;14,Minor,Sedimentary,Clastic,Mudstone,Shale,,Shale,Bed,"Onondaga Formation--gray calcareous, sandy shale; Rondout Formation--gray interbedded limestone, dolomite, and shale; Bossardville Limestone--gray, mud-cracked shaly limestone; Poxono Island Formation--olive-gray, calcareous and dolomitic shale, siltstone, and sandstone. "
PADSop;14,Minor,Sedimentary,Clastic,Sandstone,,,Sandstone,Calcareous,"Ridgeley Formation--brown sandstone; Decker Formation--gray calcareous sandstone; Poxono Island Formation--olive-gray, calcareous and dolomitic shale, siltstone, and sandstone. "
PADSop;14,Minor,Sedimentary,Carbonate,Limestone,,,Limestone,Bed,"Rondout Formation--gray interbedded limestone; Bossardville Limestone--gray, mud-cracked shaly limestone "
PADSop;14,Minor,Sedimentary,Carbonate,Dolostone,,,Dolostone,Bed,"Rondout Formation--gray interbedded limestone, dolomite, and shale; Poxono Island Formation--olive-gray, calcareous and dolomitic shale "
PADSop;14,Minor,Sedimentary,Clastic,Siltstone,,,Siltstone,Bed,"Poxono Island Formation--olive-gray, calcareous and dolomitic shale, siltstone, and sandstone. "
PADSop;14,Minor,Sedimentary,Clastic,,,,Clastic,Bed,"Decker Formation--gray calcareous sandstone, and Andreas Red Beds at top; "
PADtr;16,Major,Sedimentary,Clastic,Siltstone,,,Siltstone,Bed,"Olive-gray siltstone and shale, characterized by graded bedding; marine fossils "
PADtr;16,Major,Sedimentary,Clastic,Mudstone,Shale,,Shale,Bed,"Olive-gray siltstone and shale, characterized by graded bedding; marine fossils "
PADtr;16,Minor,Sedimentary,Clastic,Sandstone,,,Sandstone,Bed,some very fine grained sandstone in northeast 
PADtr;16,Minor,Sedimentary,Clastic,Mudstone,Shale,Black-shale,Black-shale,Bed,black shale of Harrell Formation at base in Susquehanna Valley. 
PADv;8,Major,Sedimentary,Clastic,Siltstone,,,Siltstone,Bed, 
PADv;8,Minor,Sedimentary,Clastic,Sandstone,,,Sandstone,Bed,"some flaggy, gray sandstone; Panama Conglomerate and Woodcock Sandstone are, respectively, the lower and upper key beds defining the formation "
PADv;8,Minor,Sedimentary,Clastic,Mudstone,Shale,,Shale,Bed,some bluish-gray shale; includes some red shales where it interfingers to the east and south with the Catskill Formation; marine fossils present. 
PADv;8,Major,Sedimentary,Clastic,Conglomerate,,,Conglomerate,Bed,"Panama Conglomerate and Woodcock Sandstone are, respectively, the lower and upper key beds defining the formation "
PAOh;21,Minor,Sedimentary,Clastic,Sandstone,Graywacke,,Graywacke,Bed, 
PAJd;0,Major,Igneous,Volcanic,Mafic-volcanic,Basalt,,Basalt,Diabase,"Medium- to coarse-grained, quartz-normative tholeiite; composed of labradorite and various pyroxenes; occurs as dikes, sheets, and a few small flows "
PAJs;0,Major,Sedimentary,Clastic,Sandstone,Arkose,,Arkose,, 
PAJs;0,Minor,Sedimentary,Clastic,Mudstone,Shale,,Shale,,"fossiliferous, gray to black shale and limestone "
PAJs;0,Major,Sedimentary,Carbonate,Limestone,,,Limestone,,"fossiliferous, gray to black shale and limestone "
PAJs;0,Minor,Sedimentary,Clastic,Siltstone,,,Siltstone,,ripple-cross-laminated siltstone 
PAJs;0,Minor,Sedimentary,Clastic,Conglomerate,,,Conglomerate,,boulder conglomerate. 
PAJs;0,Minor,Sedimentary,Clastic,Mudstone,Shale,Black-shale,Black-shale,,"fossiliferous, gray to black shale and limestone "
PAMb;10,Major,Sedimentary,Clastic,Sandstone,,,Sandstone,Bed,equivalent to Pocono Formation of Ridge and Valley province. 
PAMb;10,Minor,Sedimentary,Clastic,Mudstone,Shale,,Shale,Bed,contains plant fossils 
PAMb;10,Incidental,Sedimentary,Clastic,Conglomerate,,,Conglomerate,Bed, 
PAMbc;9,Major,Sedimentary,Clastic,Sandstone,,,Sandstone,Bed, 
PAMbc;9,Minor,Sedimentary,Clastic,Mudstone,Shale,,Shale,Bed, 
PAMbc;9,Minor,Sedimentary,Clastic,Siltstone,,,Siltstone,Bed, 
PAMbc;9,Incidental,Sedimentary,Clastic,Conglomerate,,,Conglomerate,Bed, 
PAMc;8,Major,Sedimentary,Clastic,Siltstone,,,Siltstone,Bed, 
PAMc;8,Major,Sedimentary,Clastic,Mudstone,Shale,,Shale,Bed,"Includes, in descending order: Meadville Shale and Orangeville Shale; marine fossils common. "
PAMc;8,Minor,Sedimentary,Clastic,Sandstone,,,Sandstone,Bed,"interbedded light-gray, flaggy sandstone; Sharpsville Sandstone "
PAMDhm;13,Major,Sedimentary,Clastic,Sandstone,,,Sandstone,Bed,"Greenish-gray and light-olive-gray, flaggy, fine-grained sandstone "
PAMDhm;13,Major,Sedimentary,Clastic,Siltstone,,,Siltstone,Bed, 
PAMDhm;13,Minor,Sedimentary,Clastic,Mudstone,Shale,,Shale,Bed,a few red shale interbeds 
PAMDpr;12,Major,Sedimentary,Clastic,Sandstone,,,Sandstone,Bed,"Buff, medium-grained, crossbedded sandstone; overlying buff to olive-gray, fine- to medium-grained, crossbedded sandstone  "
PAMDpr;12,Minor,Sedimentary,Clastic,Mudstone,Shale,,Shale,Bed, 
PAMDr;12,Major,Sedimentary,Clastic,Sandstone,,,Sandstone,Bed,"Buff, fine- to medium-grained, crossbedded, argillaceous sandstone "
PAMDr;12,Major,Sedimentary,Clastic,Mudstone,Shale,,Shale,Bed,dark-gray shale; includes some carbonaceous shale 
PAPAl;7,Major,Sedimentary,Clastic,Sandstone,,,Sandstone,Bed,"Gray, fine- to coarse-grained sandstone "
PAMDsk;14,Major,Sedimentary,Clastic,Sandstone,,,Sandstone,Bed,"Light- to olive-gray, fine- to medium- grained, crossbedded sandstone "
PAMDsk;14,Minor,Sedimentary,Clastic,Siltstone,,,Siltstone,Bed, 
PAMDsk;14,Minor,Sedimentary,Clastic,Mudstone,,,Mudstone,Bed,"pebbly mudstone, and laminite; arranged in crude fining-upward cycles in some places "
PAMDsk;14,Incidental,Sedimentary,Clastic,Mudstone,Shale,,Shale,Bed,locally has grayish-red shale near top 
PAMDsk;14,Incidental,Sedimentary,Clastic,Conglomerate,,,Conglomerate,Bed,local polymictic diamictite; conglomerate at base and in middle 
PAMDso;8,"Indeterminate, major",Sedimentary,Clastic,Mudstone,Shale,,Shale,, 
PAMDso;8,"Indeterminate, major",Sedimentary,Clastic,Sandstone,,,Sandstone,, 
PAMDso;8,"Indeterminate, major",Sedimentary,Clastic,Siltstone,,,Siltstone,, 
PAMDsr;8,"Indeterminate, major",Sedimentary,Clastic,Sandstone,,,Sandstone,, 
PAMDsr;8,"Indeterminate, major",Sedimentary,Clastic,Siltstone,,,Siltstone,, 
PAOps;20,Major,Sedimentary,Carbonate,Dolostone,,,Dolostone,Bed,"light-colored, thick-bedded, finely laminated dolomite "
PAOo;23,Minor,Sedimentary,Chemical,Chert,,,Chert,Bed,"thick-bedded, dark-gray chert at base "
PAMDsr;8,"Indeterminate, major",Sedimentary,Clastic,Mudstone,Shale,,Shale,,distinguished from Shenango-through-Oswayo (MDso) interval on basis of more common gray shale in Riceville as compared with olive-colored shale and sandstone of Oswayo; contains marine fossils. 
PAMmc;7,"Indeterminate, major",Sedimentary,Clastic,Mudstone,Shale,,Shale,, 
PAMmc;7,"Indeterminate, major",Sedimentary,Clastic,Siltstone,,,Siltstone,, 
PAMmc;7,"Indeterminate, major",Sedimentary,Clastic,Sandstone,,,Sandstone,,"sandstone; along Allegheny Front from Blair County to Sullivan County, Loyalhanna Member is greenish-gray, calcareous, crossbedded sandstone. "
PAMmc;7,Minor,Sedimentary,Clastic,Conglomerate,,,Conglomerate,, 
PAMmc;7,Minor,Sedimentary,Carbonate,Limestone,,,Limestone,,"Includes Loyalhanna Member (crossbedded, sandy limestone) at base in south-central and southwestern Pennsylvania; also includes Greenbrier Limestone Member, and Wymps Gap and Deer Valley Limestones, which are tongues of the Greenbrier. "
PAMp;11,Major,Sedimentary,Clastic,Sandstone,,,Sandstone,Bed,"Light-gray to buff or light-olive-gray, medium-grained, crossbedded sandstone  "
PAMp;11,Minor,Sedimentary,Clastic,Siltstone,,,Siltstone,Bed, 
PAOco;21,Major,Sedimentary,Clastic,Mudstone,Shale,,Shale,Bed,"gray phyllitic shale, maroon shale, and silty, siliceous shale "
PAMp;11,Minor,Sedimentary,Clastic,Mixed-clastic,Conglomerate-sandstone,,Conglomerate-sandstone,Bed,"commonly conglomeratic at base and in middle; medial conglomerate, where present, is used to divide into Mount Carbon and Beckville Members; equivalent to Burgoon Sandstone of Allegheny Plateau. "
PAMs;8,Major,Sedimentary,Clastic,Sandstone,,,Sandstone,Bed, 
PAMs;8,Minor,Sedimentary,Clastic,Mudstone,Shale,,Shale,Bed,upper third of formation is more shaly; contains a few marine fossils. 
PAMs;8,Minor,Sedimentary,Clastic,Siltstone,,,Siltstone,Bed, 
PAMsc;8,Major,Sedimentary,Clastic,Sandstone,,,Sandstone,Bed,"Shenango: Light-gray sandstone; Cuyahoga: interbedded light-gray, flaggy sandstone.; Sharpsville Sandstone, marine fossils common. "
PAOe;23,Incidental,Sedimentary,Clastic,Conglomerate,,,Conglomerate,Bed,edgewise conglomerate; fossil-fragment and oolitic lenses 
PAMsc;8,Minor,Sedimentary,Clastic,Mudstone,Shale,,Shale,Bed,"Shenango: some beds of medium-gray shale, upper third of formation is more shaly; contains a few marine fossils. Cuyahoga: dark-gray shale containing interbedded light-gray, flaggy sandstone; Includes, in descending order: Meadville Shale and Orangeville Shale; marine fossils common. "
PAOa;15,Major,Sedimentary,Carbonate,Limestone,,,Limestone,Bed,medium-gray fossiliferous limestone. 
PAOan;22,Major,Sedimentary,Carbonate,Limestone,,,Limestone,Bed,"light-gray, massive, high-calcium limestone; mottled at base. "
PAOb;20,Minor,Sedimentary,Carbonate,Dolostone,,,Dolostone,Bed,Ops and Orr 
PAOb;20,Major,Sedimentary,Carbonate,Limestone,,,Limestone,Bed, 
PAOb;20,Incidental,Sedimentary,Chemical,Chert,,,Chert,Bed,Orr 
PAOb;23,Major,Sedimentary,Carbonate,Dolostone,,,Dolostone,Bed, 
PAOb;23,Major,Sedimentary,Carbonate,Limestone,,,Limestone,Bed,Oe and Os 
PAOb;23,Minor,Sedimentary,Chemical,Chert,,,Chert,Lense,Oo and Ori 
PAOb;23,Incidental,Sedimentary,Clastic,Conglomerate,,,Conglomerate,Bed,Oe and Os 
PAOba;15,Major,Sedimentary,Carbonate,Dolostone,,,Dolostone,Bed,Obf: medium-bedded dolomite 
PAOba;15,Major,Sedimentary,Carbonate,Limestone,,,Limestone,Bed,Oa: medium-gray fossiliferous limestone 
PAOba;15,Minor,Sedimentary,Clastic,Sandstone,,,Sandstone,Bed,Obf 
PAObe;15,Major,Sedimentary,Clastic,Sandstone,,,Sandstone,Bed,"gray to olive-gray and grayish-red, fine- to coarse-grained, crossbedded sandstone "
PAObe;15,Minor,Sedimentary,Clastic,Siltstone,,,Siltstone,Bed, 
PAObe;15,Minor,Sedimentary,Clastic,Mudstone,Shale,,Shale,Bed, 
PAObe;15,Minor,Sedimentary,Clastic,Conglomerate,,,Conglomerate,Bed,some conglomerate (Lost Run Member) 
PAObf;15,Major,Sedimentary,Carbonate,Dolostone,,,Dolostone,Bed,"medium-gray, brownish-weathering, medium-bedded dolomite  "
PAObf;15,Minor,Sedimentary,Clastic,Sandstone,,,Sandstone,Bed, 
PAObl;15,Major,Sedimentary,Carbonate,Limestone,,,Limestone,Bed, 
PAObl;15,Minor,Metamorphic,Metaigneous,Metavolcanic,,,Metavolcanic,Bed,"Benner Formation--includes chemically pure Valentine Member (Obv) at top, and, below, the less pure Valley View Member, which contains metabentonite beds. "
PAObl;15,Major,Sedimentary,Carbonate,Dolostone,,,Dolostone,Bed, 
PAObv;15,Major,Sedimentary,Carbonate,Limestone,,,Limestone,Bed,chemically pure limestone 
PAOc;20,Major,Sedimentary,Carbonate,Limestone,,,Limestone,Bed,"dark-gray, cobbly, argillaceous limestone "
PAOc;20,Major,Sedimentary,Clastic,Mudstone,Shale,,Shale,Bed,abundant irregular shale partings 
